           1           1   259.207031               1
           1           2   258.771210               1
           1           3   265.707001               1
           1           4   246.626984               1
           1           5   243.424286               1
           1           6   251.876968               1
           1           7   241.841080               1
           1           8   250.933029               1
           1           9   250.159897               1
           2           1   258.028381               1
           2           2   268.882904               1
           2           3   251.895859               1
           2           4   246.947556               1
           2           5   251.499435               1
           2           6   251.915466               1
           2           7   240.756546               1
           2           8   250.642975               1
           2           9   250.013992               1
           3           1   258.966095               1
           3           2   271.461029               1
           3           3   253.146866               1
           3           4   254.293274               1
           3           5   252.192062               1
           3           6   251.723053               1
           3           7   232.757385               1
           3           8   250.420547               1
           3           9   249.872345               1
           4           1   273.728180               1
           4           2   272.799377               1
           4           3   268.401489               1
           4           4   257.914948               1
           4           5   253.199112               1
           4           6   232.819336               1
           4           7   233.387878               1
           4           8   250.548889               1
           4           9   249.737335               1
           5           1   275.222504               1
           5           2   274.340088               1
           5           3   268.182007               1
           5           4   259.521149               1
           5           5   236.752975               1
           5           6   232.787979               1
           5           7   234.611572               1
           5           8   250.725006               1
           5           9   249.612259               1
           6           1   276.424469               1
           6           2   275.373962               1
           6           3   249.373962               1
           6           4   242.234131               1
           6           5   237.076508               1
           6           6   230.198944               1
           6           7   232.762772               1
           6           8   250.730194               1
           6           9   249.500137               1
           7           1   277.085297               1
           7           2   276.755859               1
           7           3   253.826233               1
           7           4   243.186569               1
           7           5   235.602982               1
           7           6   229.490387               1
           7           7   232.606323               1
           7           8   249.819473               1
           7           9   249.406143               1
           8           1   278.219421               1
           8           2   277.158234               1
           8           3   275.861572               1
           8           4   243.863693               1
           8           5   232.072006               1
           8           6   230.123688               1
           8           7   233.273102               1
           8           8   249.427139               1
           8           9   249.385605               1
           9           1   279.767151               1
           9           2   277.973755               1
           9           3   276.700806               1
           9           4   247.886902               1
           9           5   234.986267               1
           9           6   232.774979               1
           9           7   234.360641               1
           9           8   239.318542               1
           9           9   249.430954               1
          10           1   281.239044               1
          10           2   279.102509               1
          10           3   276.437439               1
          10           4   272.954407               1
          10           5   243.781784               1
          10           6   235.830597               1
          10           7   236.920959               1
          10           8   239.664642               1
          10           9   249.506851               1
          11           1   282.362305               1
          11           2   280.389526               1
          11           3   278.050598               1
          11           4   269.847229               1
          11           5   261.311615               1
          11           6   240.692429               1
          11           7   238.048691               1
          11           8   250.481186               1
          11           9   249.641174               1
          12           1   282.778870               1
          12           2   280.896942               1
          12           3   271.849579               1
          12           4   270.071442               1
          12           5   261.599548               1
          12           6   244.068405               1
          12           7   240.621338               1
          12           8   251.334381               1
          12           9   249.792847               1
          13           1   282.119598               1
          13           2   281.342041               1
          13           3   277.643829               1
          13           4   272.009369               1
          13           5   264.114502               1
          13           6   258.480072               1
          13           7   255.078583               1
          13           8   251.760681               1
          13           9   249.948090               1
          14           1   281.669464               1
          14           2   280.985107               1
          14           3   278.302643               1
          14           4   274.531158               1
          14           5   267.194702               1
          14           6   261.096344               1
          14           7   256.146454               1
          14           8   252.229828               1
          14           9   250.103333               1
           1           1   259.220215               2
           1           2   258.180542               2
           1           3   265.288788               2
           1           4   246.427292               2
           1           5   244.535965               2
           1           6   252.022034               2
           1           7   240.641373               2
           1           8   251.108109               2
           1           9   250.092819               2
           2           1   257.710175               2
           2           2   268.553253               2
           2           3   251.600037               2
           2           4   246.478256               2
           2           5   251.612442               2
           2           6   252.031250               2
           2           7   239.583496               2
           2           8   250.818085               2
           2           9   249.939499               2
           3           1   258.060944               2
           3           2   271.311279               2
           3           3   252.253418               2
           3           4   254.331787               2
           3           5   252.419479               2
           3           6   251.985321               2
           3           7   232.064636               2
           3           8   250.603134               2
           3           9   249.775925               2
           4           1   273.709534               2
           4           2   272.769562               2
           4           3   268.360291               2
           4           4   257.892212               2
           4           5   253.580872               2
           4           6   233.378830               2
           4           7   232.439041               2
           4           8   250.683258               2
           4           9   249.607742               2
           5           1   275.202179               2
           5           2   274.374268               2
           5           3   268.221954               2
           5           4   259.753174               2
           5           5   236.584961               2
           5           6   232.407425               2
           5           7   233.535751               2
           5           8   250.771194               2
           5           9   249.446625               2
           6           1   276.403168               2
           6           2   275.383514               2
           6           3   249.405319               2
           6           4   242.713516               2
           6           5   237.613419               2
           6           6   229.844330               2
           6           7   232.175888               2
           6           8   250.686081               2
           6           9   249.296066               2
           7           1   277.066040               2
           7           2   276.737518               2
           7           3   252.989304               2
           7           4   243.354935               2
           7           5   236.770386               2
           7           6   229.970551               2
           7           7   232.270432               2
           7           8   249.664749               2
           7           9   249.161545               2
           8           1   278.196777               2
           8           2   277.126434               2
           8           3   275.813385               2
           8           4   244.464066               2
           8           5   233.268906               2
           8           6   229.881332               2
           8           7   231.924179               2
           8           8   249.138916               2
           8           9   249.091064               2
           9           1   279.747192               2
           9           2   277.946777               2
           9           3   276.633972               2
           9           4   249.177505               2
           9           5   237.151291               2
           9           6   231.274536               2
           9           7   232.965073               2
           9           8   238.895126               2
           9           9   249.077774               2
          10           1   281.231262               2
          10           2   279.083557               2
          10           3   276.383698               2
          10           4   272.888580               2
          10           5   244.713699               2
          10           6   235.155762               2
          10           7   236.159622               2
          10           8   239.351334               2
          10           9   249.097672               2
          11           1   282.362762               2
          11           2   280.382904               2
          11           3   278.040588               2
          11           4   269.713806               2
          11           5   260.856628               2
          11           6   240.816574               2
          11           7   237.555542               2
          11           8   249.818512               2
          11           9   249.196884               2
          12           1   282.778290               2
          12           2   280.888977               2
          12           3   272.060303               2
          12           4   269.920471               2
          12           5   260.999847               2
          12           6   242.626862               2
          12           7   239.998795               2
          12           8   250.556335               2
          12           9   249.326035               2
          13           1   282.116364               2
          13           2   281.341827               2
          13           3   277.651489               2
          13           4   271.957977               2
          13           5   263.523926               2
          13           6   257.619751               2
          13           7   254.207153               2
          13           8   250.958054               2
          13           9   249.466965               2
          14           1   281.660706               2
          14           2   280.982971               2
          14           3   278.293396               2
          14           4   274.492920               2
          14           5   266.781219               2
          14           6   260.298645               2
          14           7   255.336746               2
          14           8   251.494827               2
          14           9   249.615112               2
           1           1   258.929291               3
           1           2   257.395233               3
           1           3   264.699982               3
           1           4   246.380661               3
           1           5   244.037552               3
           1           6   251.699539               3
           1           7   241.972046               3
           1           8   250.806122               3
           1           9   249.938934               3
           2           1   257.540283               3
           2           2   268.157196               3
           2           3   251.283676               3
           2           4   245.726471               3
           2           5   251.161087               3
           2           6   251.703781               3
           2           7   241.294113               3
           2           8   250.476654               3
           2           9   249.750290               3
           3           1   258.136047               3
           3           2   271.122467               3
           3           3   251.676620               3
           3           4   254.188354               3
           3           5   252.092651               3
           3           6   251.682419               3
           3           7   232.372528               3
           3           8   250.206161               3
           3           9   249.546097               3
           4           1   273.659821               3
           4           2   272.687073               3
           4           3   268.332306               3
           4           4   258.037415               3
