    1      1  -2949.6431
    1      2  -3201.4929
    1      3  -3190.6860
    1      4  -3137.7520
    1      5  -3080.6350
    1      6  -3026.9480
    1      7  -2999.3479
    1      8  -2999.0830
    1      9  -3003.4541
    1     10  -3028.9270
    1     11  -3020.3420
    1     12  -2995.4580
    1     13  -2965.4419
    1     14  -2915.6321
    1     15  -2842.7939
    1     16  -2780.9319
    1     17  -2722.6421
    1     18  -2658.2351
    1     19  -2600.6460
    1     20  -2558.4839
    1     21  -2518.0090
    1     22  -2490.2561
    1     23  -2446.8789
    1     24  -2276.1731
    1     25  -1894.9100
    1     26  -1611.2120
    1     27  -1456.5090
    1     28  -1326.7679
    1     29  -1215.0389
    1     30  -1084.8380
    1     31   -933.0630
    1     32   -814.8380
    1     33   -708.2170
    1     34   -597.1960
    1     35   -496.9710
    1     36   -427.2430
    1     37   -412.7930
    1     38   -414.8960
    1     39   -420.4060
    1     40   -441.7610
    1     41   -476.8460
    1     42   -496.7180
    1     43   -477.7790
    1     44   -459.5780
    1     45   -453.8820
    1     46   -454.8410
    1     47   -455.0760
    1     48   -450.4780
    1     49   -453.1670
    1     50   -472.8750
    1     51   -529.3700
    1     52   -653.8060
    1     53   -903.2050
    1     54  -1254.6470
    1     55  -1489.8450
    1     56  -1606.0389
    1     57  -1678.4500
    1     58  -1746.8781
    1     59  -1817.3660
    1     60  -1862.5370
    1     61  -1890.2200
    1     62  -1904.5250
    1     63  -1920.7150
    1     64  -1927.7430
    1     65  -1938.2080
    1     66  -1975.8140
    1     67  -2024.1040
    1     68  -2059.8721
    1     69  -2083.9231
    1     70  -2092.6509
    1     71  -2094.7419
    1     72  -2102.0740
    1     73  -2131.4871
    1     74  -2177.6760
    1     75  -2205.5090
    1     76  -2217.6631
    1     77  -2223.9170
    1     78  -2228.9509
    1     79  -2231.4661
    1     80  -2230.2549
    1     81  -2229.9980
    1     82  -2229.6450
    1     83  -2230.0220
    1     84  -2230.3220
    1     85  -2227.2190
    1     86  -2220.8230
    1     87  -2216.0081
    1     88  -2193.8831
    1     89  -2140.5710
    1     90  -2081.4790
    1     91  -2027.5900
    1     92  -1964.8110
    1     93  -1864.3130
    1     94  -1776.6310
    1     95  -1667.2860
    1     96  -1477.3120
    1     97  -1212.6360
    1     98   -985.8370
    1     99   -817.0920
    1    100   -696.2940
    1    101   -609.8790
    1    102   -531.1720
    1    103   -461.5540
    1    104   -424.6010
    1    105   -407.4040
    1    106   -431.2200
    1    107   -478.6650
    1    108   -499.7060
    1    109   -496.6750
    1    110   -483.6060
    1    111   -468.7110
    1    112   -462.0950
    1    113   -421.3890
    1    114   -258.5210
    1    115    -63.0790
    1    116    -22.1840
    1    117    -47.5670
    1    118    -50.0000
    1    119    -50.0000
    1    120    -50.0000
    1    121    -50.0000
    1    122    -50.0000
    1    123    -48.2110
    1    124    -48.2110
    1    125    -50.0000
    1    126    -50.0000
    1    127    -50.0000
    1    128    -50.0000
    1    129    -50.0000
    1    130    -49.9890
    1    131    -44.7770
    1    132    -39.6170
    1    133    -47.9970
    1    134    -74.2330
    1    135    -85.1410
    1    136    -90.1120
    1    137    -68.0400
    1    138    -52.6500
    1    139    -49.2300
    1    140    -44.6510
    1    141    -77.1030
    2      1  -3199.6021
    2      2  -3201.6699
    2      3  -3197.3250
    2      4  -3163.3269
    2      5  -3113.0520
    2      6  -3060.5620
    2      7  -3019.5139
    2      8  -3020.4351
    2      9  -3061.2300
    2     10  -3084.9221
    2     11  -3045.1279
    2     12  -2989.7170
    2     13  -2959.1541
    2     14  -2920.2019
    2     15  -2858.9260
    2     16  -2793.3879
    2     17  -2738.5840
    2     18  -2683.3789
    2     19  -2626.1531
    2     20  -2577.5920
    2     21  -2527.2749
    2     22  -2493.9131
    2     23  -2456.4580
    2     24  -2325.1680
    2     25  -2032.2810
    2     26  -1752.7820
    2     27  -1598.2380
    2     28  -1473.5730
    2     29  -1347.8831
    2     30  -1206.6750
    2     31  -1052.2150
    2     32   -919.9390
    2     33   -811.6740
    2     34   -707.1360
    2     35   -594.1200
    2     36   -513.2900
    2     37   -475.1430
    2     38   -456.1100
    2     39   -442.6080
    2     40   -447.9550
    2     41   -489.9400
    2     42   -554.5390
    2     43   -570.7950
    2     44   -565.2960
    2     45   -553.8140
    2     46   -534.7050
    2     47   -530.4600
    2     48   -538.9100
    2     49   -558.5790
    2     50   -616.7260
    2     51   -726.9770
    2     52   -918.3020
    2     53  -1179.5820
    2     54  -1436.4960
    2     55  -1584.5270
    2     56  -1667.1890
    2     57  -1730.0150
    2     58  -1780.9969
    2     59  -1827.3610
    2     60  -1872.2280
    2     61  -1898.6840
    2     62  -1908.3080
    2     63  -1920.7930
    2     64  -1932.9390
    2     65  -1943.1130
